CATCHMENT,NETWORK,SEASON,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Entire Network,FluSurv-NET,2015-16,2016,5,5-17 yr,1.3,0.3
Entire Network,FluSurv-NET,2015-16,2016,6,5-17 yr,1.6,0.3
Entire Network,FluSurv-NET,2015-16,2016,7,5-17 yr,2.4,0.8
Entire Network,FluSurv-NET,2015-16,2016,8,5-17 yr,3.2,0.8
Entire Network,FluSurv-NET,2015-16,2016,9,5-17 yr,4.3,1.1
Entire Network,FluSurv-NET,2015-16,2016,10,5-17 yr,5.5,1.2
Entire Network,FluSurv-NET,2015-16,2016,11,5-17 yr,6.8,1.3
Entire Network,FluSurv-NET,2015-16,2016,12,5-17 yr,7.6,0.9
Entire Network,FluSurv-NET,2015-16,2016,13,5-17 yr,8.2,0.6
Entire Network,FluSurv-NET,2015-16,2016,14,5-17 yr,8.7,0.5
Entire Network,FluSurv-NET,2015-16,2016,15,5-17 yr,9.1,0.5
Entire Network,FluSurv-NET,2015-16,2016,16,5-17 yr,9.4,0.3
Entire Network,FluSurv-NET,2015-16,2016,17,5-17 yr,9.7,0.3
Entire Network,FluSurv-NET,2015-16,2015,40,18-49 yr,0,0
Entire Network,FluSurv-NET,2015-16,2015,41,18-49 yr,0,0
Entire Network,FluSurv-NET,2015-16,2015,42,18-49 yr,0.1,0
Entire Network,FluSurv-NET,2015-16,2015,43,18-49 yr,0.1,0
Entire Network,FluSurv-NET,2015-16,2015,44,18-49 yr,0.1,0
Entire Network,FluSurv-NET,2015-16,2015,45,18-49 yr,0.1,0
Entire Network,FluSurv-NET,2015-16,2015,46,18-49 yr,0.2,0
Entire Network,FluSurv-NET,2015-16,2015,47,18-49 yr,0.2,0
Entire Network,FluSurv-NET,2015-16,2015,48,18-49 yr,0.3,0
Entire Network,FluSurv-NET,2015-16,2015,49,18-49 yr,0.3,0
Entire Network,FluSurv-NET,2015-16,2015,50,18-49 yr,0.4,0.1
Entire Network,FluSurv-NET,2015-16,2015,51,18-49 yr,0.5,0.1
Entire Network,FluSurv-NET,2015-16,2015,52,18-49 yr,0.6,0.1
Entire Network,FluSurv-NET,2015-16,2016,1,18-49 yr,0.8,0.2
Entire Network,FluSurv-NET,2015-16,2016,2,18-49 yr,0.9,0.1
Entire Network,FluSurv-NET,2015-16,2016,3,18-49 yr,1,0.1
Entire Network,FluSurv-NET,2015-16,2016,4,18-49 yr,1.4,0.4
Entire Network,FluSurv-NET,2015-16,2016,5,18-49 yr,1.9,0.4
Entire Network,FluSurv-NET,2015-16,2016,6,18-49 yr,2.6,0.7
Entire Network,FluSurv-NET,2015-16,2016,7,18-49 yr,3.6,1
Entire Network,FluSurv-NET,2015-16,2016,8,18-49 yr,5,1.5
Entire Network,FluSurv-NET,2015-16,2016,9,18-49 yr,6.7,1.7
Entire Network,FluSurv-NET,2015-16,2016,10,18-49 yr,9.2,2.5
Entire Network,FluSurv-NET,2015-16,2016,11,18-49 yr,11.2,2
Entire Network,FluSurv-NET,2015-16,2016,12,18-49 yr,12.8,1.6
Entire Network,FluSurv-NET,2015-16,2016,13,18-49 yr,14,1.2
Entire Network,FluSurv-NET,2015-16,2016,14,18-49 yr,14.9,0.9
Entire Network,FluSurv-NET,2015-16,2016,15,18-49 yr,15.4,0.6
Entire Network,FluSurv-NET,2015-16,2016,16,18-49 yr,16,0.6
Entire Network,FluSurv-NET,2015-16,2016,17,18-49 yr,16.4,0.4
Entire Network,FluSurv-NET,2015-16,2015,40,50-64 yr,0.1,0.1
Entire Network,FluSurv-NET,2015-16,2015,41,50-64 yr,0.2,0.1
Entire Network,FluSurv-NET,2015-16,2015,42,50-64 yr,0.2,0
Entire Network,FluSurv-NET,2015-16,2015,43,50-64 yr,0.3,0.1
Entire Network,FluSurv-NET,2015-16,2015,44,50-64 yr,0.4,0.1
Entire Network,FluSurv-NET,2015-16,2015,45,50-64 yr,0.4,0
Entire Network,FluSurv-NET,2015-16,2015,46,50-64 yr,0.5,0.1
Entire Network,FluSurv-NET,2015-16,2015,47,50-64 yr,0.6,0.1
Entire Network,FluSurv-NET,2015-16,2015,48,50-64 yr,0.7,0.1
Entire Network,FluSurv-NET,2015-16,2015,49,50-64 yr,0.9,0.2
Entire Network,FluSurv-NET,2015-16,2015,50,50-64 yr,1,0.1
Entire Network,FluSurv-NET,2015-16,2015,51,50-64 yr,1.2,0.1
Entire Network,FluSurv-NET,2015-16,2015,52,50-64 yr,1.5,0.3
Entire Network,FluSurv-NET,2015-16,2016,1,50-64 yr,1.9,0.4
Entire Network,FluSurv-NET,2015-16,2016,2,50-64 yr,2.3,0.4
Entire Network,FluSurv-NET,2015-16,2016,3,50-64 yr,2.8,0.5
Entire Network,FluSurv-NET,2015-16,2016,4,50-64 yr,3.6,0.8
Entire Network,FluSurv-NET,2015-16,2016,5,50-64 yr,4.9,1.3
Entire Network,FluSurv-NET,2015-16,2016,6,50-64 yr,6.4,1.5
Entire Network,FluSurv-NET,2015-16,2016,7,50-64 yr,9.5,3.1
Entire Network,FluSurv-NET,2015-16,2016,8,50-64 yr,13.5,4
Entire Network,FluSurv-NET,2015-16,2016,9,50-64 yr,18.6,5.1
Entire Network,FluSurv-NET,2015-16,2016,10,50-64 yr,25.1,6.4
Entire Network,FluSurv-NET,2015-16,2016,11,50-64 yr,29.9,4.8
Entire Network,FluSurv-NET,2015-16,2016,12,50-64 yr,34.4,4.4
Entire Network,FluSurv-NET,2015-16,2016,13,50-64 yr,38,3.6
Entire Network,FluSurv-NET,2015-16,2016,14,50-64 yr,40.5,2.5
Entire Network,FluSurv-NET,2015-16,2016,15,50-64 yr,42.7,2.2
Entire Network,FluSurv-NET,2015-16,2016,16,50-64 yr,44.1,1.4
Entire Network,FluSurv-NET,2015-16,2016,17,50-64 yr,45.1,1
Entire Network,FluSurv-NET,2015-16,2015,40,65+ yr,0.4,0.4
Entire Network,FluSurv-NET,2015-16,2015,41,65+ yr,0.7,0.3
Entire Network,FluSurv-NET,2015-16,2015,42,65+ yr,1,0.3
Entire Network,FluSurv-NET,2015-16,2015,43,65+ yr,1.1,0.2
Entire Network,FluSurv-NET,2015-16,2015,44,65+ yr,1.4,0.2
Entire Network,FluSurv-NET,2015-16,2015,45,65+ yr,1.6,0.2
Entire Network,FluSurv-NET,2015-16,2015,46,65+ yr,1.9,0.2
Entire Network,FluSurv-NET,2015-16,2015,47,65+ yr,2.1,0.3
Entire Network,FluSurv-NET,2015-16,2015,48,65+ yr,2.4,0.2
Entire Network,FluSurv-NET,2015-16,2015,49,65+ yr,2.7,0.4
Entire Network,FluSurv-NET,2015-16,2015,50,65+ yr,3.3,0.5
Entire Network,FluSurv-NET,2015-16,2015,51,65+ yr,4.2,0.9
Entire Network,FluSurv-NET,2015-16,2015,52,65+ yr,4.8,0.6
Entire Network,FluSurv-NET,2015-16,2016,1,65+ yr,6.2,1.4
Entire Network,FluSurv-NET,2015-16,2016,2,65+ yr,7.3,1.1
Entire Network,FluSurv-NET,2015-16,2016,3,65+ yr,8.5,1.2
Entire Network,FluSurv-NET,2015-16,2016,4,65+ yr,10,1.6
Entire Network,FluSurv-NET,2015-16,2016,5,65+ yr,12.1,2.1
Entire Network,FluSurv-NET,2015-16,2016,6,65+ yr,15.5,3.4
Entire Network,FluSurv-NET,2015-16,2016,7,65+ yr,20.1,4.6
Entire Network,FluSurv-NET,2015-16,2016,8,65+ yr,25.4,5.3
Entire Network,FluSurv-NET,2015-16,2016,9,65+ yr,33.5,8.1
Entire Network,FluSurv-NET,2015-16,2016,10,65+ yr,44.1,10.6
Entire Network,FluSurv-NET,2015-16,2016,11,65+ yr,52.6,8.5
Entire Network,FluSurv-NET,2015-16,2016,12,65+ yr,60.5,7.8
Entire Network,FluSurv-NET,2015-16,2016,13,65+ yr,68.1,7.6
Entire Network,FluSurv-NET,2015-16,2016,14,65+ yr,73.8,5.7
Entire Network,FluSurv-NET,2015-16,2016,15,65+ yr,78.4,4.5
Entire Network,FluSurv-NET,2015-16,2016,16,65+ yr,82.2,3.9
Entire Network,FluSurv-NET,2015-16,2016,17,65+ yr,84.7,2.5
Entire Network,FluSurv-NET,2016-17,2016,40,0-4 yr,0.1,0.1
Entire Network,FluSurv-NET,2016-17,2016,41,0-4 yr,0.2,0.1
Entire Network,FluSurv-NET,2016-17,2016,42,0-4 yr,0.2,0
Entire Network,FluSurv-NET,2016-17,2016,43,0-4 yr,0.2,0
Entire Network,FluSurv-NET,2016-17,2016,44,0-4 yr,0.2,0
Entire Network,FluSurv-NET,2016-17,2016,45,0-4 yr,0.4,0.2
Entire Network,FluSurv-NET,2016-17,2016,46,0-4 yr,0.5,0.1
Entire Network,FluSurv-NET,2016-17,2016,47,0-4 yr,0.6,0.2
Entire Network,FluSurv-NET,2016-17,2016,48,0-4 yr,1,0.3
Entire Network,FluSurv-NET,2016-17,2016,49,0-4 yr,1.5,0.6
Entire Network,FluSurv-NET,2016-17,2016,50,0-4 yr,1.9,0.4
Entire Network,FluSurv-NET,2016-17,2016,51,0-4 yr,3.5,1.6
Entire Network,FluSurv-NET,2016-17,2016,52,0-4 yr,4.9,1.3
Entire Network,FluSurv-NET,2016-17,2017,1,0-4 yr,6,1.1
Entire Network,FluSurv-NET,2016-17,2017,2,0-4 yr,7.4,1.5
Entire Network,FluSurv-NET,2016-17,2017,3,0-4 yr,9.2,1.8
Entire Network,FluSurv-NET,2016-17,2017,4,0-4 yr,11.4,2.2
Entire Network,FluSurv-NET,2016-17,2017,5,0-4 yr,13.8,2.4
Entire Network,FluSurv-NET,2016-17,2017,6,0-4 yr,17.3,3.5
Entire Network,FluSurv-NET,2016-17,2017,7,0-4 yr,21.5,4.2
Entire Network,FluSurv-NET,2016-17,2017,8,0-4 yr,25.6,4.1
Entire Network,FluSurv-NET,2016-17,2017,9,0-4 yr,28.3,2.7
Entire Network,FluSurv-NET,2016-17,2017,10,0-4 yr,30.3,1.9
Entire Network,FluSurv-NET,2016-17,2017,11,0-4 yr,32.3,2.1
Entire Network,FluSurv-NET,2016-17,2017,12,0-4 yr,34.9,2.5
Entire Network,FluSurv-NET,2016-17,2017,13,0-4 yr,36.9,2
Entire Network,FluSurv-NET,2016-17,2017,14,0-4 yr,38.6,1.7
Entire Network,FluSurv-NET,2016-17,2017,15,0-4 yr,39.5,0.9
Entire Network,FluSurv-NET,2016-17,2017,16,0-4 yr,40.4,0.9
Entire Network,FluSurv-NET,2016-17,2017,17,0-4 yr,40.8,0.4
Entire Network,FluSurv-NET,2016-17,2016,40,5-17 yr,0,0
Entire Network,FluSurv-NET,2016-17,2016,41,5-17 yr,0.1,0
Entire Network,FluSurv-NET,2016-17,2016,42,5-17 yr,0.1,0
Entire Network,FluSurv-NET,2016-17,2016,43,5-17 yr,0.1,0.1
Entire Network,FluSurv-NET,2016-17,2016,44,5-17 yr,0.2,0
Entire Network,FluSurv-NET,2016-17,2016,45,5-17 yr,0.2,0
Entire Network,FluSurv-NET,2016-17,2016,46,5-17 yr,0.2,0
Entire Network,FluSurv-NET,2016-17,2016,47,5-17 yr,0.3,0
Entire Network,FluSurv-NET,2016-17,2016,48,5-17 yr,0.4,0.1
Entire Network,FluSurv-NET,2016-17,2016,49,5-17 yr,0.5,0.1
Entire Network,FluSurv-NET,2016-17,2016,50,5-17 yr,0.7,0.2
Entire Network,FluSurv-NET,2016-17,2016,51,5-17 yr,1,0.3
Entire Network,FluSurv-NET,2016-17,2016,52,5-17 yr,1.2,0.3
Entire Network,FluSurv-NET,2016-17,2017,1,5-17 yr,1.5,0.2
Entire Network,FluSurv-NET,2016-17,2017,2,5-17 yr,2.1,0.7
Entire Network,FluSurv-NET,2016-17,2017,3,5-17 yr,3,0.9
Entire Network,FluSurv-NET,2016-17,2017,4,5-17 yr,3.8,0.7
Entire Network,FluSurv-NET,2016-17,2017,5,5-17 yr,4.9,1.1
Entire Network,FluSurv-NET,2016-17,2017,6,5-17 yr,6.2,1.3
Entire Network,FluSurv-NET,2016-17,2017,7,5-17 yr,7.9,1.7
Entire Network,FluSurv-NET,2016-17,2017,8,5-17 yr,9.5,1.5
Entire Network,FluSurv-NET,2016-17,2017,9,5-17 yr,10,0.6
Entire Network,FluSurv-NET,2016-17,2017,10,5-17 yr,11,1
Entire Network,FluSurv-NET,2016-17,2017,11,5-17 yr,12.1,1.1
Entire Network,FluSurv-NET,2016-17,2017,12,5-17 yr,13,0.9
Entire Network,FluSurv-NET,2016-17,2017,13,5-17 yr,14,1
Entire Network,FluSurv-NET,2016-17,2017,14,5-17 yr,14.5,0.5
Entire Network,FluSurv-NET,2016-17,2017,15,5-17 yr,14.9,0.5
Entire Network,FluSurv-NET,2016-17,2017,16,5-17 yr,15.3,0.4
Entire Network,FluSurv-NET,2016-17,2017,17,5-17 yr,15.5,0.2
Entire Network,FluSurv-NET,2016-17,2016,40,18-49 yr,0,0
Entire Network,FluSurv-NET,2016-17,2016,41,18-49 yr,0.1,0
Entire Network,FluSurv-NET,2016-17,2016,42,18-49 yr,0.1,0.1
Entire Network,FluSurv-NET,2016-17,2016,43,18-49 yr,0.2,0
Entire Network,FluSurv-NET,2016-17,2016,44,18-49 yr,0.2,0
Entire Network,FluSurv-NET,2016-17,2016,45,18-49 yr,0.3,0.1
Entire Network,FluSurv-NET,2016-17,2016,46,18-49 yr,0.3,0
Entire Network,FluSurv-NET,2016-17,2016,47,18-49 yr,0.5,0.2
Entire Network,FluSurv-NET,2016-17,2016,48,18-49 yr,0.6,0.1
Entire Network,FluSurv-NET,2016-17,2016,49,18-49 yr,0.8,0.2
Entire Network,FluSurv-NET,2016-17,2016,50,18-49 yr,1.1,0.3
Entire Network,FluSurv-NET,2016-17,2016,51,18-49 yr,1.6,0.5
Entire Network,FluSurv-NET,2016-17,2016,52,18-49 yr,2.4,0.8
Entire Network,FluSurv-NET,2016-17,2017,1,18-49 yr,3.5,1
Entire Network,FluSurv-NET,2016-17,2017,2,18-49 yr,4.4,0.9
Entire Network,FluSurv-NET,2016-17,2017,3,18-49 yr,5.5,1.1
Entire Network,FluSurv-NET,2016-17,2017,4,18-49 yr,6.5,1
Entire Network,FluSurv-NET,2016-17,2017,5,18-49 yr,7.7,1.2
Entire Network,FluSurv-NET,2016-17,2017,6,18-49 yr,8.9,1.2
Entire Network,FluSurv-NET,2016-17,2017,7,18-49 yr,10.4,1.5
Entire Network,FluSurv-NET,2016-17,2017,8,18-49 yr,12,1.6
Entire Network,FluSurv-NET,2016-17,2017,9,18-49 yr,12.9,0.9
Entire Network,FluSurv-NET,2016-17,2017,10,18-49 yr,13.5,0.7
Entire Network,FluSurv-NET,2016-17,2017,11,18-49 yr,14.4,0.9
Entire Network,FluSurv-NET,2016-17,2017,12,18-49 yr,15.4,1
Entire Network,FluSurv-NET,2016-17,2017,13,18-49 yr,16.4,1
Entire Network,FluSurv-NET,2016-17,2017,14,18-49 yr,17,0.7
Entire Network,FluSurv-NET,2016-17,2017,15,18-49 yr,17.4,0.3
Entire Network,FluSurv-NET,2016-17,2017,16,18-49 yr,17.6,0.3
Entire Network,FluSurv-NET,2016-17,2017,17,18-49 yr,17.9,0.2
Entire Network,FluSurv-NET,2016-17,2016,40,50-64 yr,0.1,0.1
Entire Network,FluSurv-NET,2016-17,2016,41,50-64 yr,0.2,0.1
Entire Network,FluSurv-NET,2016-17,2016,42,50-64 yr,0.3,0.1
Entire Network,FluSurv-NET,2016-17,2016,43,50-64 yr,0.5,0.1
Entire Network,FluSurv-NET,2016-17,2016,44,50-64 yr,0.6,0.1
Entire Network,FluSurv-NET,2016-17,2016,45,50-64 yr,0.8,0.2
Entire Network,FluSurv-NET,2016-17,2016,46,50-64 yr,1,0.2
Entire Network,FluSurv-NET,2016-17,2016,47,50-64 yr,1.4,0.4
Entire Network,FluSurv-NET,2016-17,2016,48,50-64 yr,1.7,0.4
Entire Network,FluSurv-NET,2016-17,2016,49,50-64 yr,2.3,0.5
Entire Network,FluSurv-NET,2016-17,2016,50,50-64 yr,3.3,1.1
Entire Network,FluSurv-NET,2016-17,2016,51,50-64 yr,4.8,1.5
Entire Network,FluSurv-NET,2016-17,2016,52,50-64 yr,7.8,2.9
Entire Network,FluSurv-NET,2016-17,2017,1,50-64 yr,11.7,4
Entire Network,FluSurv-NET,2016-17,2017,2,50-64 yr,15.7,3.9
Entire Network,FluSurv-NET,2016-17,2017,3,50-64 yr,19.5,3.8
Entire Network,FluSurv-NET,2016-17,2017,4,50-64 yr,22.9,3.4
Entire Network,FluSurv-NET,2016-17,2017,5,50-64 yr,26.3,3.4
Entire Network,FluSurv-NET,2016-17,2017,6,50-64 yr,31.1,4.8
Entire Network,FluSurv-NET,2016-17,2017,7,50-64 yr,36.1,5
Entire Network,FluSurv-NET,2016-17,2017,8,50-64 yr,41.5,5.3
Entire Network,FluSurv-NET,2016-17,2017,9,50-64 yr,44.7,3.2
Entire Network,FluSurv-NET,2016-17,2017,10,50-64 yr,48,3.3
Entire Network,FluSurv-NET,2016-17,2017,11,50-64 yr,50.9,2.9
Entire Network,FluSurv-NET,2016-17,2017,12,50-64 yr,54,3.1
Entire Network,FluSurv-NET,2016-17,2017,13,50-64 yr,57.3,3.3
Entire Network,FluSurv-NET,2016-17,2017,14,50-64 yr,59.3,2
Entire Network,FluSurv-NET,2016-17,2017,15,50-64 yr,60.8,1.5
Entire Network,FluSurv-NET,2016-17,2017,16,50-64 yr,62,1.2
Entire Network,FluSurv-NET,2016-17,2017,17,50-64 yr,62.7,0.8
Entire Network,FluSurv-NET,2016-17,2016,40,65+ yr,0.3,0.3
Entire Network,FluSurv-NET,2016-17,2016,41,65+ yr,0.7,0.4
Entire Network,FluSurv-NET,2016-17,2016,42,65+ yr,1.1,0.4
Entire Network,FluSurv-NET,2016-17,2016,43,65+ yr,1.7,0.6
Entire Network,FluSurv-NET,2016-17,2016,44,65+ yr,2.5,0.8
Entire Network,FluSurv-NET,2016-17,2016,45,65+ yr,3.3,0.8
Entire Network,FluSurv-NET,2016-17,2016,46,65+ yr,4.1,0.8
Entire Network,FluSurv-NET,2016-17,2016,47,65+ yr,5.2,1.1
Entire Network,FluSurv-NET,2016-17,2016,48,65+ yr,7,1.7
Entire Network,FluSurv-NET,2016-17,2016,49,65+ yr,9.6,2.6
Entire Network,FluSurv-NET,2016-17,2016,50,65+ yr,12.7,3.1
Entire Network,FluSurv-NET,2016-17,2016,51,65+ yr,19.9,7.2
Entire Network,FluSurv-NET,2016-17,2016,52,65+ yr,36.5,16.6
Entire Network,FluSurv-NET,2016-17,2017,1,65+ yr,58,21.6
Entire Network,FluSurv-NET,2016-17,2017,2,65+ yr,76.3,18.3
Entire Network,FluSurv-NET,2016-17,2017,3,65+ yr,93.9,17.6
Entire Network,FluSurv-NET,2016-17,2017,4,65+ yr,108.7,14.8
Entire Network,FluSurv-NET,2016-17,2017,5,65+ yr,125.5,16.8
Entire Network,FluSurv-NET,2016-17,2017,6,65+ yr,146,20.5
Entire Network,FluSurv-NET,2016-17,2017,7,65+ yr,167.8,21.9
Entire Network,FluSurv-NET,2016-17,2017,8,65+ yr,191.2,23.4
Entire Network,FluSurv-NET,2016-17,2017,9,65+ yr,205.9,14.7
Entire Network,FluSurv-NET,2016-17,2017,10,65+ yr,218.4,12.5
Entire Network,FluSurv-NET,2016-17,2017,11,65+ yr,229.9,11.4
Entire Network,FluSurv-NET,2016-17,2017,12,65+ yr,242.6,12.7
Entire Network,FluSurv-NET,2016-17,2017,13,65+ yr,253.2,10.6
Entire Network,FluSurv-NET,2016-17,2017,14,65+ yr,262.1,8.8
Entire Network,FluSurv-NET,2016-17,2017,15,65+ yr,268.4,6.3
Entire Network,FluSurv-NET,2016-17,2017,16,65+ yr,272.3,3.9
Entire Network,FluSurv-NET,2016-17,2017,17,65+ yr,274.8,2.5
Entire Network,FluSurv-NET,2017-18,2017,40,0-4 yr,0.1,0.1
Entire Network,FluSurv-NET,2017-18,2017,41,0-4 yr,0.2,0.1
Entire Network,FluSurv-NET,2017-18,2017,42,0-4 yr,0.3,0.1
Entire Network,FluSurv-NET,2017-18,2017,43,0-4 yr,0.4,0.1
Entire Network,FluSurv-NET,2017-18,2017,44,0-4 yr,0.7,0.3
Entire Network,FluSurv-NET,2017-18,2017,45,0-4 yr,0.9,0.2
Entire Network,FluSurv-NET,2017-18,2017,46,0-4 yr,1.2,0.4
Entire Network,FluSurv-NET,2017-18,2017,47,0-4 yr,2,0.7
Entire Network,FluSurv-NET,2017-18,2017,48,0-4 yr,2.9,0.9
Entire Network,FluSurv-NET,2017-18,2017,49,0-4 yr,3.7,0.9
Entire Network,FluSurv-NET,2017-18,2017,50,0-4 yr,5.6,1.8
Entire Network,FluSurv-NET,2017-18,2017,51,0-4 yr,8.2,2.7
Entire Network,FluSurv-NET,2017-18,2017,52,0-4 yr,13.6,5.3
Entire Network,FluSurv-NET,2017-18,2018,1,0-4 yr,17.8,4.2
Entire Network,FluSurv-NET,2017-18,2018,2,0-4 yr,22.7,5
Entire Network,FluSurv-NET,2017-18,2018,3,0-4 yr,27.4,4.7
Entire Network,FluSurv-NET,2017-18,2018,4,0-4 yr,34.7,7.3
Entire Network,FluSurv-NET,2017-18,2018,5,0-4 yr,41.5,6.8
Entire Network,FluSurv-NET,2017-18,2018,6,0-4 yr,48,6.5
Entire Network,FluSurv-NET,2017-18,2018,7,0-4 yr,53.4,5.4
Entire Network,FluSurv-NET,2017-18,2018,8,0-4 yr,57.6,4.3
Entire Network,FluSurv-NET,2017-18,2018,9,0-4 yr,60,2.4
Entire Network,FluSurv-NET,2017-18,2018,10,0-4 yr,62.1,2
Entire Network,FluSurv-NET,2017-18,2018,11,0-4 yr,63.9,1.9
Entire Network,FluSurv-NET,2017-18,2018,12,0-4 yr,66.2,2.3
Entire Network,FluSurv-NET,2017-18,2018,13,0-4 yr,67.4,1.2
Entire Network,FluSurv-NET,2017-18,2018,14,0-4 yr,68.3,0.9
Entire Network,FluSurv-NET,2017-18,2018,15,0-4 yr,69.2,0.9
Entire Network,FluSurv-NET,2017-18,2018,16,0-4 yr,69.8,0.6
Entire Network,FluSurv-NET,2017-18,2018,17,0-4 yr,71,1.1
Entire Network,FluSurv-NET,2017-18,2017,40,5-17 yr,0,0
Entire Network,FluSurv-NET,2017-18,2017,41,5-17 yr,0.1,0
Entire Network,FluSurv-NET,2017-18,2017,42,5-17 yr,0.1,0
Entire Network,FluSurv-NET,2017-18,2017,43,5-17 yr,0.1,0
Entire Network,FluSurv-NET,2017-18,2017,44,5-17 yr,0.3,0.1
Entire Network,FluSurv-NET,2017-18,2017,45,5-17 yr,0.4,0.1
Entire Network,FluSurv-NET,2017-18,2017,46,5-17 yr,0.6,0.2
Entire Network,FluSurv-NET,2017-18,2017,47,5-17 yr,0.8,0.2
Entire Network,FluSurv-NET,2017-18,2017,48,5-17 yr,1,0.2
Entire Network,FluSurv-NET,2017-18,2017,49,5-17 yr,1.3,0.3
Entire Network,FluSurv-NET,2017-18,2017,50,5-17 yr,1.8,0.6
Entire Network,FluSurv-NET,2017-18,2017,51,5-17 yr,2.5,0.6
Entire Network,FluSurv-NET,2017-18,2017,52,5-17 yr,3.4,0.9
Entire Network,FluSurv-NET,2017-18,2018,1,5-17 yr,4.2,0.8
Entire Network,FluSurv-NET,2017-18,2018,2,5-17 yr,5.6,1.3
Entire Network,FluSurv-NET,2017-18,2018,3,5-17 yr,6.8,1.3
Entire Network,FluSurv-NET,2017-18,2018,4,5-17 yr,8.2,1.4
Entire Network,FluSurv-NET,2017-18,2018,5,5-17 yr,10.3,2.1
Entire Network,FluSurv-NET,2017-18,2018,6,5-17 yr,12.2,1.9
Entire Network,FluSurv-NET,2017-18,2018,7,5-17 yr,13.9,1.7
Entire Network,FluSurv-NET,2017-18,2018,8,5-17 yr,15.5,1.6
Entire Network,FluSurv-NET,2017-18,2018,9,5-17 yr,16.3,0.8
Entire Network,FluSurv-NET,2017-18,2018,10,5-17 yr,17,0.7
Entire Network,FluSurv-NET,2017-18,2018,11,5-17 yr,17.6,0.5
Entire Network,FluSurv-NET,2017-18,2018,12,5-17 yr,18.2,0.6
Entire Network,FluSurv-NET,2017-18,2018,13,5-17 yr,18.7,0.5
Entire Network,FluSurv-NET,2017-18,2018,14,5-17 yr,18.9,0.2
Entire Network,FluSurv-NET,2017-18,2018,15,5-17 yr,19,0.1
Entire Network,FluSurv-NET,2017-18,2018,16,5-17 yr,19.2,0.2
Entire Network,FluSurv-NET,2017-18,2018,17,5-17 yr,19.5,0.3
Entire Network,FluSurv-NET,2017-18,2017,40,18-49 yr,0.1,0.1
Entire Network,FluSurv-NET,2017-18,2017,41,18-49 yr,0.1,0
Entire Network,FluSurv-NET,2017-18,2017,42,18-49 yr,0.2,0.1
Entire Network,FluSurv-NET,2017-18,2017,43,18-49 yr,0.2,0
Entire Network,FluSurv-NET,2017-18,2017,44,18-49 yr,0.4,0.1
Entire Network,FluSurv-NET,2017-18,2017,45,18-49 yr,0.5,0.1
Entire Network,FluSurv-NET,2017-18,2017,46,18-49 yr,0.7,0.2
Entire Network,FluSurv-NET,2017-18,2017,47,18-49 yr,0.9,0.3
Entire Network,FluSurv-NET,2017-18,2017,48,18-49 yr,1.4,0.4
Entire Network,FluSurv-NET,2017-18,2017,49,18-49 yr,1.9,0.5
Entire Network,FluSurv-NET,2017-18,2017,50,18-49 yr,2.6,0.7
Entire Network,FluSurv-NET,2017-18,2017,51,18-49 yr,4,1.4
Entire Network,FluSurv-NET,2017-18,2017,52,18-49 yr,6.1,2.1
Entire Network,FluSurv-NET,2017-18,2018,1,18-49 yr,8.5,2.5
Entire Network,FluSurv-NET,2017-18,2018,2,18-49 yr,11.5,3
Entire Network,FluSurv-NET,2017-18,2018,3,18-49 yr,14.1,2.6
Entire Network,FluSurv-NET,2017-18,2018,4,18-49 yr,16.7,2.6
Entire Network,FluSurv-NET,2017-18,2018,5,18-49 yr,19.1,2.3
Entire Network,FluSurv-NET,2017-18,2018,6,18-49 yr,21.5,2.4
Entire Network,FluSurv-NET,2017-18,2018,7,18-49 yr,23.2,1.8
Entire Network,FluSurv-NET,2017-18,2018,8,18-49 yr,24.6,1.4
Entire Network,FluSurv-NET,2017-18,2018,9,18-49 yr,25.6,1
Entire Network,FluSurv-NET,2017-18,2018,10,18-49 yr,26.4,0.8
Entire Network,FluSurv-NET,2017-18,2018,11,18-49 yr,27.1,0.7
Entire Network,FluSurv-NET,2017-18,2018,12,18-49 yr,27.8,0.7
Entire Network,FluSurv-NET,2017-18,2018,13,18-49 yr,28.5,0.7
Entire Network,FluSurv-NET,2017-18,2018,14,18-49 yr,29.1,0.6
Entire Network,FluSurv-NET,2017-18,2018,15,18-49 yr,29.4,0.3
Entire Network,FluSurv-NET,2017-18,2018,16,18-49 yr,29.7,0.3
Entire Network,FluSurv-NET,2017-18,2018,17,18-49 yr,30,0.3
Entire Network,FluSurv-NET,2017-18,2017,40,50-64 yr,0.1,0.1
Entire Network,FluSurv-NET,2017-18,2017,41,50-64 yr,0.3,0.1
Entire Network,FluSurv-NET,2017-18,2017,42,50-64 yr,0.5,0.2
Entire Network,FluSurv-NET,2017-18,2017,43,50-64 yr,0.8,0.3
Entire Network,FluSurv-NET,2017-18,2017,44,50-64 yr,1.1,0.3
Entire Network,FluSurv-NET,2017-18,2017,45,50-64 yr,1.6,0.5
Entire Network,FluSurv-NET,2017-18,2017,46,50-64 yr,2.1,0.5
Entire Network,FluSurv-NET,2017-18,2017,47,50-64 yr,2.9,0.9
Entire Network,FluSurv-NET,2017-18,2017,48,50-64 yr,4,1
Entire Network,FluSurv-NET,2017-18,2017,49,50-64 yr,5.3,1.3
Entire Network,FluSurv-NET,2017-18,2017,50,50-64 yr,8,2.7
